Serial Number,Name,Paid for the Course,Age,City,Education,Domain,Channel Name
8995,Jackie Allen,0,17,Bhilai,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
8996,Lindsey Bond,0,26,Jamshedpur,BBA,Other,Channel 1
8997,Sabrina Hall,0,27,Belgaum,Engineering,Sales/Business Development/Legal,Channel 1
8998,Roy Lynn,0,24,Raipur,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 2
8999,Michael Arias,0,41,Ahmedabad,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
9000,Erik Best,0,42,Bangalore,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 5
9001,David Harmon,0,30,Meerut,BBA,Other,Channel 2
9002,Robert Anthony,0,18,Salem,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9003,Dennis Coleman,0,42,Bangalore,B.Com,Data Science/Data Analysis/Business Intelligence,Channel 5
9004,Jordan Wheeler,0,20,Gulbarga,Engineering,Sales/Business Development/Legal,Channel 1
9005,Jeremy Reid,0,44,Delhi,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 5
9006,Matthew Armstrong,0,44,Tiruppur,BBM/MCA/MBA/Management & Others,BPO/KPO/Customer Service/ITES,Channel 5
9007,Christine Shaffer,0,36,Gurgaon,Engineering,Other,Channel 2
9008,Jessica Mitchell,0,21,Mysore,Engineering,Sales/Business Development/Legal,Channel 1
9009,Lauren Wallace,0,22,Amravati,Computer Science,Other,Channel 1
9010,Scott Rice,0,37,Gwalior,B.Com,Teaching/Educators,Channel 2
9011,Nichole Jones DVM,0,19,Vijayawada,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9012,Lisa Perkins,0,37,Varanasi,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 2
9013,Ann Patterson,0,24,Thrissur,B.Com,Sales/Business Development/Legal,Channel 1
9014,Mr. Charles Allen,0,24,Dhanbad,Business,Data Science/Data Analysis/Business Intelligence,Channel 1
9015,William Watson,1,17,Bangalore,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9016,James Hernandez,0,18,Bhavnagar,B.SC,Other,Channel 1
9017,Sean Becker,0,43,Kolkata,Engineering,Sales/Business Development/Legal,Channel 5
9018,Cristian Mullen,0,22,Ajmer,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9019,Monica Daniels,0,41,Pune,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
9020,Patricia Moody,0,40,Tiruchirappalli,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
9021,Samantha Flowers,0,40,Chennai,Engineering,Sales/Business Development/Legal,Channel 3
9022,Caleb Riley,0,45,Kolkata,B.Com,Other,Channel 3
9023,Autumn Bridges,0,25,Gorakhpur,Engineering,Sales/Business Development/Legal,Channel 1
9024,Patricia Sherman,0,43,Kolkata,Engineering,BPO/KPO/Customer Service/ITES,Channel 4
9025,Darrell Johnson,0,33,Tiruchirappalli,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9026,Ashley Bowman,0,23,Sangli,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9027,Shane Murphy,0,22,Malappuram,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
9028,Gregory Landry,0,45,Kolkata,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
9029,Anthony Weaver,0,31,Bhilai,BCA,Core Engineering/R&D,Channel 2
9030,Judith Medina,0,40,Hyderabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
9031,Benjamin Adams,0,21,Varanasi,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9032,Michael Russell,0,25,Vijayawada,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9033,Patricia Bush,0,40,Pune,B.Com/BBM/BBA/MBA/Management & others,Teaching/Educators,Channel 4
9034,Jessica Rodriguez,0,34,Dhanbad,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9035,Malik Gonzalez,0,45,Hyderabad,BBM/MCA/MBA/Management & Others,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 3
9036,Kenneth Hicks,1,37,Bhiwandi,BBM/MCA/MBA/Management & Others,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 5
9037,Stephanie Young,0,33,Asansol,BBM/MCA/MBA/Management & Others,Other,Channel 2
9038,Julie Edwards,0,44,Hyderabad,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 5
9039,Danny Ball,0,32,Bilaspur,BCA,Other,Channel 2
9040,Stephanie Newton,0,43,Bangalore,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
9041,Chris Carlson,0,25,Mathura,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 1
9042,Robert Coleman,0,17,Ghaziabad,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
9043,Billy Walters,0,17,Dhanbad,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
9044,Chase Lara,0,22,Firozabad,BBA,Sales/Business Development/Legal,Channel 1
9045,Robert Johnson,0,17,Srinagar,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 1
9046,David Barron Jr.,1,24,Bangalore,B.Com,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
9047,Douglas Douglas,0,17,Patna,B.Com,Core Engineering/R&D,Channel 1
9048,Matthew Middleton,0,42,Hyderabad,BBM/MCA/MBA/Management & Others,BPO/KPO/Customer Service/ITES,Channel 5
9049,Christopher Castillo,0,17,Belgaum,B.Com,Sales/Business Development/Legal,Channel 1
9050,Amber Page,0,17,Kolhapur,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
9051,Bradley Chavez,0,40,Delhi,B.Com,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 5
9052,David Hayes,1,21,Bangalore,B.Com,Core Engineering/R&D,Channel 1
9053,Sarah Woodward,0,20,Kochi,BBM/MCA/MBA/Management & Others,Admin/Data Entry/Secretary/Front Office,Channel 1
9054,Michael Kramer,0,28,Patna,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9055,Lisa Nelson,0,32,Durgapur,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 2
9056,Mary Mccarty,0,33,Nanded,B.SC,Other,Channel 2
9057,Pedro Newton,0,30,Vellore,Engineering,Other,Channel 2
9058,Stephen Gardner,0,43,Kolkata,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
9059,Jay Miller,0,40,Bangalore,BBM/MCA/MBA/Management & Others,Other,Channel 3
9060,Alejandro Vaughan,0,32,Asansol,B.Com,Admin/Data Entry/Secretary/Front Office,Channel 2
9061,Angela Waters,0,21,Vasai-Virar City,BBM/MCA/MBA/Management & Others,BPO/KPO/Customer Service/ITES,Channel 1
9062,Adam Hernandez,0,44,Delhi,BBM/MCA/MBA/Management & Others,Other,Channel 3
9063,Keith Scott,0,43,Ahmedabad,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
9064,Amy Christian,0,17,Indore,BBM/MCA/MBA/Management & Others,Other,Channel 1
9065,Gregory Washington,0,37,Agra,Engineering,Other,Channel 2
9066,Timothy Holt,0,19,Bhavnagar,Engineering,Sales/Business Development/Legal,Channel 1
9067,Brittney Hardy,1,45,Mangalore,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
9068,Eric Miller,0,25,Indore,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9069,Courtney Vasquez,0,20,Ujjain,Engineering,Other,Channel 1
9070,Crystal Robinson,1,18,Delhi,B.Com,Other,Channel 2
9071,Henry Mcbride,0,32,Aurangabad,B.SC,Sales/Business Development/Legal,Channel 2
9072,Robert Scott,0,22,Kochi,BBM/MCA/MBA/Management & Others,Core Engineering/R&D,Channel 1
9073,John Wells,0,43,Pune,B.Com/BBM/BBA/MBA/Management & others,Core Engineering/R&D,Channel 3
9074,Diana Bauer,0,18,Jaipur,Engineering,Core Engineering/R&D,Channel 1
9075,Stefanie Young,0,40,Kolkata,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
9076,Charles Mills,0,44,Kolkata,BBM/MCA/MBA/Management & Others,Other,Channel 5
9077,Cheryl Davis,0,25,Jammu,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9078,Kara Sanchez,0,20,Ajmer,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9079,Lynn Torres,0,34,Hubli–Dharwad,BBM/MCA/MBA/Management & Others,Core Engineering/R&D,Channel 2
9080,Amy Mills,1,22,Delhi,B.Com/BBM/BBA/MBA/Management & others,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
9081,Jason Higgins,0,35,Kanpur,Engineering,Core Engineering/R&D,Channel 2
9082,Shannon Benton,0,32,Kollam,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9083,Becky Daniels,0,41,Pune,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
9084,Bobby Allen,0,42,Hyderabad,Engineering,BPO/KPO/Customer Service/ITES,Channel 5
9085,Grant Kirk,0,40,Delhi,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 5
9086,Hannah Scott,0,21,Jaipur,Engineering,BPO/KPO/Customer Service/ITES,Channel 1
9087,Jennifer Patterson,0,20,Moradabad,Engineering,Other,Channel 1
9088,Natasha Fuller,0,20,Kanpur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9089,Daniel Palmer,0,21,Rajahmundry,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9090,Glenn Fox,0,22,Ghaziabad,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 1
9091,Joseph Harper,0,37,Jodhpur,BBM/MCA/MBA/Management & Others,Teaching/Educators,Channel 2
9092,Jeffrey Huerta,0,45,Mumbai,Engineering,Other,Channel 2
9093,Daniel Ortiz Jr.,0,31,Aligarh,B.Com,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 2
9094,Mary Carter,0,44,Hyderabad,BCA,Teaching/Educators,Channel 4
9095,Linda Jones,1,20,Chennai,Engineering,Other,Channel 1
9096,Aaron Lee,0,31,Sangli,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9097,Jordan Garcia,0,23,Guntur,Engineering,Other,Channel 1
9098,Johnny Clark,1,24,Ahmedabad,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
9099,Sarah Harper,0,23,Purulia Prayagraj,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 1
9100,Sherry Hernandez,0,40,Bangalore,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
9101,Michael Bass,0,27,Agra,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9102,Julia Cunningham,0,42,Pune,Engineering,Other,Channel 5
9103,Laura Anderson,0,26,Thiruvananthapuram,Engineering,Core Engineering/R&D,Channel 1
9104,Suzanne Smith,1,26,Kolkata,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 3
9105,Bonnie Taylor,0,44,Pune,Engineering,Teaching/Educators,Channel 3
9106,Brianna Spencer,0,19,Bhavnagar,BCA,Other,Channel 1
9107,Maria Smith,0,33,Meerut,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9108,John Romero,0,40,Hyderabad,B.SC,Admin/Data Entry/Secretary/Front Office,Channel 4
9109,Alexandra Gregory,1,23,Hyderabad,Engineering,Teaching/Educators,Channel 2
9110,Emily Guzman,0,22,Kakinada,Engineering,BPO/KPO/Customer Service/ITES,Channel 1
9111,Nicholas Brady,0,32,Bhubaneswar,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 2
9112,David Berger,0,40,Delhi,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
9113,Rebecca Harris,0,25,Guwahati,Engineering,BPO/KPO/Customer Service/ITES,Channel 1
9114,Sean Wagner,0,36,Coimbatore,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9115,Elizabeth Valdez,0,32,Amravati,Engineering,Sales/Business Development/Legal,Channel 2
9116,Bradley Huff,0,31,Noida,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9117,Anthony Dixon,0,22,Srinagar,B.Com,Other,Channel 1
9118,Ryan Mccarthy,0,27,Mathura,Engineering,BPO/KPO/Customer Service/ITES,Channel 1
9119,Eddie Duran,0,43,Chennai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
9120,Kim Herring,0,37,Hubli–Dharwad,B.SC,Other,Channel 2
9121,Annette Garrison,0,21,Kozhikode,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9122,Zachary Ballard,0,18,Dehradun,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
9123,Amanda Robinson,0,18,Bhubaneswar,BBM/MCA/MBA/Management & Others,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
9124,Jessica Brown,0,42,Delhi,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 5
9125,April Murphy MD,1,24,Bangalore,BBA,Other,Channel 1
9126,Kristina Foster,0,37,Shimla,B.Com/BBM/BBA/MBA/Management & others,Data Science/Data Analysis/Business Intelligence,Channel 2
9127,Daniel Cardenas,0,40,Mumbai,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 4
9128,Nicole Ellis,0,41,Ahmedabad,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
9129,Gregory Cannon,0,45,Mumbai,Computer Science,Core Engineering/R&D,Channel 5
9130,Catherine Taylor MD,0,30,Dhanbad,Engineering,Core Engineering/R&D,Channel 2
9131,Laura Hunt,0,40,Kolkata,BCA,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
9132,Ms. Hannah Bennett,0,43,Pune,B.Com,Other,Channel 3
9133,Michael White,0,20,Ghaziabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9134,Brian Ortega,1,35,Bhavnagar,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 5
9135,Zachary Harris,0,24,Bhilai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9136,Patrick Chavez,0,25,Kanpur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9137,Patricia Quinn,0,35,Bhavnagar,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9138,Carrie Mason DDS,0,21,Kollam,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9139,Corey Adams,0,36,Visakhapatnam,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 2
9140,Kristen Rodriguez,0,44,Pune,B.Com,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 3
9141,Howard Washington,0,40,Ahmedabad,BBM/MCA/MBA/Management & Others,Other,Channel 3
9142,Dr. Austin Oliver,0,45,Ahmedabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
9143,Michelle Strickland,0,23,Solapur,Engineering,Sales/Business Development/Legal,Channel 1
9144,Jeffery Harris,0,44,Asansol,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 5
9145,Victoria Sanchez,0,35,Guntur,Engineering,Other,Channel 2
9146,Walter Ayala DDS,0,21,Dhanbad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9147,Kara Fleming,0,20,Ranchi,BBA,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9148,Amanda Espinoza,0,42,Hyderabad,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
9149,Russell Davis,0,32,Gorakhpur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9150,Samuel Williams,0,28,Asansol,Engineering,Other,Channel 1
9151,Jon Sullivan,0,17,Goa,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9152,Nancy Bailey,0,24,Kurnool,B.SC,Other,Channel 1
9153,Erik Shaw,0,30,Gurgaon,B.SC,Sales/Business Development/Legal,Channel 2
9154,Sean Robbins,0,30,Meerut,B.Com,Other,Channel 2
9155,Aaron Lawrence,1,27,Ahmedabad,Engineering,Social Media Influencers,Channel 4
9156,Paula West,0,32,Mysore,B.Com/BBM/BBA/MBA/Management & others,Sales/Business Development/Legal,Channel 2
9157,Linda Riggs,0,17,Jabalpur,BBA,Hospitality/Travel,Channel 1
9158,Kristina Turner,0,40,Hyderabad,Engineering,Sales/Business Development/Legal,Channel 4
9159,Melinda Rodriguez,0,19,Lucknow,Engineering,Core Engineering/R&D,Channel 1
9160,Mark Wu,0,24,Bhilai,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9161,Ryan Pierce,0,20,Surat,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9162,Elizabeth Hinton,0,26,Purulia Prayagraj,B.SC,BPO/KPO/Customer Service/ITES,Channel 1
9163,Jill Reynolds,0,24,Kolhapur,Engineering,Other,Channel 1
9164,Cheryl Henson,0,24,Kakinada,BCA,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
9165,Desiree Johnson,0,18,Guntur,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 1
9166,Denise Howard,0,44,Chennai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
9167,Mark Scott,0,25,Chandigarh,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9168,Michael White,0,34,Bhubaneswar,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9169,Zachary Martin,0,17,Aurangabad,B.Com/BBM/BBA/MBA/Management & others,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
9170,Michael Villegas,0,26,Hamirpur,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
9171,Travis Francis,0,20,Noida,B.SC,Teaching/Educators,Channel 1
9172,Barbara Cline,0,21,Lucknow,Engineering,Other,Channel 1
9173,Christopher Russell,0,24,Belgaum,B.Com,Teaching/Educators,Channel 1
9174,Edward Walker,0,17,Rajkot,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9175,Patrick Gordon,0,23,Nanded,B.Com,Sales/Business Development/Legal,Channel 1
9176,Sandra Macias,0,35,Siliguri,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9177,Adam Bray,0,43,Chennai,B.SC,Admin/Data Entry/Secretary/Front Office,Channel 5
9178,Rhonda Ferguson,0,27,Raipur,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 2
9179,Connie Lee,0,33,Dehradun,BBM/MCA/MBA/Management & Others,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 2
9180,Morgan Howe,0,43,Hyderabad,Engineering,Other,Channel 3
9181,Aaron Taylor,0,35,Aurangabad,B.Com,Admin/Data Entry/Secretary/Front Office,Channel 2
9182,Deanna Walters,0,35,Shimla,Engineering,Core Engineering/R&D,Channel 2
9183,Renee Griffin,0,21,Jodhpur,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
9184,Tyler Skinner,0,41,Hyderabad,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
9185,Charles Pierce,0,41,Pune,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
9186,Susan Hunter,0,34,Nagpur,Engineering,Other,Channel 2
9187,Courtney Walker,0,20,Mathura,Engineering,Other,Channel 1
9188,Edward Marquez,0,41,Delhi,BBM/MCA/MBA/Management & Others,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 2
9189,Luis Santiago,0,35,Tiruchirappalli,BBA,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
9190,Frank Lee,0,25,Sangli,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
9191,Elizabeth Banks,0,18,Malappuram,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
9192,Leslie Austin,0,41,Pune,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
9193,Donna Austin,0,31,Bhilai,B.SC,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 2
9194,Evelyn Curtis,0,42,Pune,Engineering,BPO/KPO/Customer Service/ITES,Channel 4
9195,Donald Clay,0,24,Sangli,BCA,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
